epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
134,17610.2,0.69745,0.56694,1.06148,0.89996,0.85036,0.89632,0.741,0.72983,0.58502,1.11383,0.016833,0.005611,0.016833,0.005611,0.016833,0.005611,0.016833,0.005611
135,17740.6,0.70222,0.57519,1.0717,0.90803,0.84671,0.89847,0.74445,0.73113,0.58214,1.1134,0.016734,0.005578,0.016734,0.005578,0.016734,0.005578,0.016734,0.005578
136,17870.4,0.70463,0.57774,1.07291,0.89427,0.85151,0.89706,0.74244,0.73357,0.58836,1.11534,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545
137,18000,0.70348,0.57954,1.07739,0.90079,0.84628,0.89967,0.74798,0.72684,0.57287,1.11054,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512
138,18129.6,0.69443,0.5741,1.06495,0.90472,0.84718,0.9017,0.74929,0.72363,0.56566,1.10617,0.016437,0.005479,0.016437,0.005479,0.016437,0.005479,0.016437,0.005479
139,18261,0.69552,0.56272,1.06877,0.89932,0.85613,0.90183,0.74801,0.72765,0.56304,1.10891,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
140,18391.6,0.70001,0.57482,1.06552,0.90316,0.85202,0.9011,0.74943,0.72464,0.56444,1.10756,0.016239,0.005413,0.016239,0.005413,0.016239,0.005413,0.016239,0.005413
141,18523.7,0.69719,0.57665,1.06736,0.89273,0.85797,0.90158,0.74816,0.72624,0.56018,1.11029,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538
142,18656.1,0.69211,0.56094,1.06825,0.90947,0.84792,0.90162,0.74746,0.72961,0.55937,1.11294,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347
143,18789.1,0.69972,0.57256,1.06881,0.9018,0.84738,0.89973,0.74428,0.72847,0.56276,1.1115,0.015942,0.005314,0.015942,0.005314,0.015942,0.005314,0.015942,0.005314
144,18920.9,0.69218,0.56443,1.06548,0.90796,0.84836,0.90018,0.74462,0.73199,0.56385,1.11215,0.015843,0.005281,0.015843,0.005281,0.015843,0.005281,0.015843,0.005281
145,19052.9,0.68268,0.54429,1.05326,0.90379,0.8517,0.89961,0.74331,0.73054,0.56572,1.11172,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
146,19184.8,0.68746,0.55848,1.0606,0.91961,0.83773,0.90023,0.74317,0.72713,0.56456,1.1114,0.015645,0.005215,0.015645,0.005215,0.015645,0.005215,0.015645,0.005215
147,19316.9,0.6887,0.56262,1.05888,0.89942,0.8549,0.90189,0.74624,0.72372,0.56918,1.10671,0.015546,0.005182,0.015546,0.005182,0.015546,0.005182,0.015546,0.005182
148,19448.5,0.68184,0.55873,1.05738,0.88632,0.8633,0.90066,0.74782,0.72227,0.57201,1.10463,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149
149,19578.7,0.68442,0.55522,1.05844,0.91444,0.84227,0.90073,0.74663,0.72562,0.57546,1.10501,0.015348,0.005116,0.015348,0.005116,0.015348,0.005116,0.015348,0.005116
150,19709,0.68384,0.54026,1.05566,0.88576,0.86438,0.90034,0.74697,0.7244,0.57419,1.10159,0.015249,0.005083,0.015249,0.005083,0.015249,0.005083,0.015249,0.005083
151,19841.8,0.67912,0.54657,1.05345,0.89088,0.86235,0.90014,0.74819,0.72244,0.57021,1.10095,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
152,19972,0.67956,0.55,1.05704,0.89125,0.85996,0.8996,0.75001,0.71956,0.565,1.09818,0.015051,0.005017,0.015051,0.005017,0.015051,0.005017,0.015051,0.005017
153,20102.2,0.68416,0.55795,1.05549,0.89632,0.85432,0.89867,0.74871,0.72051,0.56337,1.09803,0.014952,0.004984,0.014952,0.004984,0.014952,0.004984,0.014952,0.004984
154,20232.9,0.6709,0.5372,1.04638,0.89817,0.85446,0.89827,0.74692,0.72175,0.56464,1.09835,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
155,20363.1,0.67526,0.54609,1.05737,0.89017,0.85651,0.89625,0.74632,0.72226,0.56776,1.0995,0.014754,0.004918,0.014754,0.004918,0.014754,0.004918,0.014754,0.004918
156,20493.2,0.67923,0.53847,1.05128,0.90059,0.84415,0.89646,0.74811,0.72069,0.56807,1.10078,0.014655,0.004885,0.014655,0.004885,0.014655,0.004885,0.014655,0.004885
157,20622.6,0.68251,0.55222,1.06118,0.90743,0.83996,0.8975,0.74826,0.71886,0.56614,1.101,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
158,20752.3,0.66934,0.53753,1.04778,0.89766,0.8481,0.89734,0.74826,0.71741,0.56953,1.09931,0.014457,0.004819,0.014457,0.004819,0.014457,0.004819,0.014457,0.004819
159,20882,0.67532,0.53774,1.05025,0.8974,0.84859,0.8985,0.74907,0.71694,0.56904,1.09776,0.014358,0.004786,0.014358,0.004786,0.014358,0.004786,0.014358,0.004786
160,21011.8,0.67656,0.54337,1.05405,0.90668,0.84099,0.89843,0.75016,0.71668,0.56668,1.0972,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753
161,21143.1,0.67317,0.536,1.04766,0.89854,0.84747,0.89797,0.75074,0.71677,0.57082,1.09742,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472
162,21280.3,0.67057,0.53607,1.04975,0.91236,0.83931,0.89729,0.75115,0.71487,0.57004,1.09619,0.014061,0.004687,0.014061,0.004687,0.014061,0.004687,0.014061,0.004687
163,21414.9,0.66595,0.53185,1.04701,0.9117,0.84036,0.89685,0.75129,0.71245,0.56479,1.09482,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
164,21551.7,0.67537,0.54104,1.04674,0.90855,0.84337,0.89693,0.75033,0.71332,0.56584,1.09594,0.013863,0.004621,0.013863,0.004621,0.013863,0.004621,0.013863,0.004621
165,21686,0.66627,0.53512,1.0514,0.893,0.858,0.89657,0.7495,0.71161,0.56653,1.0943,0.013764,0.004588,0.013764,0.004588,0.013764,0.004588,0.013764,0.004588
166,21822.2,0.66486,0.5357,1.04629,0.8923,0.85384,0.89711,0.74959,0.71146,0.56827,1.09527,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
167,21954.5,0.66296,0.52399,1.04199,0.88991,0.85664,0.89694,0.74908,0.71141,0.56752,1.09516,0.013566,0.004522,0.013566,0.004522,0.013566,0.004522,0.013566,0.004522
168,22090.5,0.66922,0.53947,1.05514,0.8882,0.85655,0.89638,0.74916,0.71301,0.56864,1.09648,0.013467,0.004489,0.013467,0.004489,0.013467,0.004489,0.013467,0.004489
169,22227.6,0.65481,0.52035,1.03804,0.88932,0.85953,0.89693,0.74964,0.71291,0.56967,1.09782,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
170,22362.4,0.65998,0.53095,1.0441,0.89608,0.85767,0.89744,0.7498,0.71181,0.5676,1.09869,0.013269,0.004423,0.013269,0.004423,0.013269,0.004423,0.013269,0.004423
171,22495.7,0.6652,0.53181,1.04777,0.89675,0.85781,0.89804,0.75054,0.70884,0.56498,1.09723,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439
172,22627.2,0.66391,0.53037,1.04432,0.89237,0.86019,0.89827,0.75163,0.7087,0.56589,1.09751,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357
173,22758.6,0.65148,0.51544,1.03518,0.89257,0.85939,0.89936,0.7531,0.70767,0.56404,1.09752,0.012972,0.004324,0.012972,0.004324,0.012972,0.004324,0.012972,0.004324
174,22893.4,0.66651,0.52829,1.04275,0.897,0.85398,0.9001,0.75291,0.70776,0.5636,1.09857,0.012873,0.004291,0.012873,0.004291,0.012873,0.004291,0.012873,0.004291
175,23026.6,0.64612,0.51586,1.03383,0.89546,0.8573,0.90057,0.75343,0.70541,0.56326,1.09627,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
176,23160.4,0.65489,0.5191,1.04037,0.89676,0.85473,0.90151,0.75385,0.70737,0.56653,1.0981,0.012675,0.004225,0.012675,0.004225,0.012675,0.004225,0.012675,0.004225
177,23293.7,0.65055,0.51472,1.03895,0.89941,0.85351,0.90174,0.75471,0.70901,0.56505,1.10019,0.012576,0.004192,0.012576,0.004192,0.012576,0.004192,0.012576,0.004192
178,23427.2,0.65278,0.52339,1.04039,0.89726,0.85695,0.90203,0.7556,0.71033,0.56305,1.10218,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159
179,23558.9,0.65322,0.52564,1.04157,0.89772,0.85472,0.9021,0.75601,0.71153,0.56367,1.10359,0.012378,0.004126,0.012378,0.004126,0.012378,0.004126,0.012378,0.004126
180,23691.4,0.64907,0.51556,1.03701,0.90768,0.84545,0.90215,0.75587,0.71172,0.56262,1.10482,0.012279,0.004093,0.012279,0.004093,0.012279,0.004093,0.012279,0.004093
181,23826.1,0.65029,0.51825,1.04293,0.89013,0.8617,0.90199,0.75555,0.711,0.56234,1.1049,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
182,23959.7,0.64185,0.50837,1.03489,0.88865,0.86511,0.90131,0.75579,0.71017,0.56262,1.10479,0.012081,0.004027,0.012081,0.004027,0.012081,0.004027,0.012081,0.004027
183,24091.8,0.65106,0.51033,1.03797,0.89169,0.85885,0.90068,0.7556,0.70949,0.56559,1.10483,0.011982,0.003994,0.011982,0.003994,0.011982,0.003994,0.011982,0.003994
184,24225.2,0.64131,0.51015,1.0358,0.91748,0.8362,0.90025,0.75588,0.71027,0.56556,1.10684,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961
185,24360.8,0.64197,0.50461,1.0317,0.91706,0.83618,0.90045,0.75592,0.71048,0.56649,1.10723,0.011784,0.003928,0.011784,0.003928,0.011784,0.003928,0.011784,0.003928
186,24491.3,0.64362,0.50944,1.03825,0.91938,0.83759,0.9012,0.75674,0.70961,0.56591,1.10625,0.011685,0.003895,0.011685,0.003895,0.011685,0.003895,0.011685,0.003895
187,24621.1,0.64591,0.50723,1.03777,0.91842,0.83629,0.90096,0.756,0.70904,0.56746,1.10556,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
188,24749.9,0.63982,0.50787,1.03066,0.92111,0.83694,0.90092,0.75595,0.70708,0.56773,1.10377,0.011487,0.003829,0.011487,0.003829,0.011487,0.003829,0.011487,0.003829
189,24881.9,0.64184,0.50335,1.02922,0.92,0.83715,0.90058,0.75664,0.70437,0.5676,1.10112,0.011388,0.003796,0.011388,0.003796,0.011388,0.003796,0.011388,0.003796
190,25016.2,0.63145,0.50285,1.026,0.91752,0.83869,0.90159,0.75605,0.70529,0.56659,1.10325,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763
191,25149.7,0.63266,0.4902,1.02663,0.90912,0.84622,0.90139,0.75615,0.70504,0.56751,1.10329,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373
192,25282.5,0.63442,0.50744,1.03127,0.90529,0.84961,0.90172,0.75637,0.70448,0.5675,1.10326,0.011091,0.003697,0.011091,0.003697,0.011091,0.003697,0.011091,0.003697
193,25416.5,0.63544,0.50178,1.02777,0.90501,0.84995,0.90127,0.7566,0.70277,0.56669,1.10123,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
194,25550,0.63101,0.49683,1.02464,0.90373,0.85316,0.90036,0.7567,0.70171,0.56363,1.10049,0.010893,0.003631,0.010893,0.003631,0.010893,0.003631,0.010893,0.003631
195,25687.5,0.64089,0.50455,1.03018,0.90791,0.8503,0.8996,0.75583,0.70215,0.56186,1.10192,0.010794,0.003598,0.010794,0.003598,0.010794,0.003598,0.010794,0.003598
196,25824.1,0.63319,0.5015,1.02961,0.90637,0.85103,0.89935,0.75675,0.70051,0.56037,1.09951,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565
197,25956.6,0.62634,0.49227,1.02669,0.90822,0.85115,0.89973,0.75724,0.69929,0.56164,1.09734,0.010596,0.003532,0.010596,0.003532,0.010596,0.003532,0.010596,0.003532
198,26090.2,0.62117,0.49147,1.0218,0.90642,0.85115,0.9008,0.75746,0.69893,0.56153,1.09755,0.010497,0.003499,0.010497,0.003499,0.010497,0.003499,0.010497,0.003499
199,26221.9,0.63071,0.4973,1.02741,0.90485,0.85119,0.90069,0.75783,0.69823,0.56186,1.09701,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
200,26353.2,0.63091,0.49676,1.02665,0.90518,0.85081,0.90018,0.75744,0.69871,0.56516,1.09783,0.010299,0.003433,0.010299,0.003433,0.010299,0.003433,0.010299,0.003433
201,26484,0.62484,0.48916,1.02322,0.90647,0.85022,0.89961,0.75772,0.69845,0.56525,1.09795,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034
202,26630.2,0.62111,0.48983,1.02275,0.90591,0.85084,0.89954,0.7568,0.69697,0.5655,1.09637,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367
203,26777.3,0.6214,0.48253,1.01877,0.90339,0.85222,0.89957,0.75757,0.69742,0.5683,1.09668,0.010002,0.003334,0.010002,0.003334,0.010002,0.003334,0.010002,0.003334
204,26921.2,0.63011,0.49488,1.03095,0.90461,0.85331,0.90017,0.75829,0.69653,0.56899,1.09649,0.009903,0.003301,0.009903,0.003301,0.009903,0.003301,0.009903,0.003301
205,27064.4,0.61747,0.48734,1.02068,0.90489,0.8526,0.90051,0.75881,0.69581,0.56773,1.09579,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
206,27204.2,0.62206,0.48076,1.01955,0.90092,0.85425,0.90067,0.75907,0.69595,0.56734,1.09635,0.009705,0.003235,0.009705,0.003235,0.009705,0.003235,0.009705,0.003235
207,27336.3,0.62533,0.48894,1.02158,0.90281,0.85332,0.90002,0.75931,0.69499,0.56803,1.09499,0.009606,0.003202,0.009606,0.003202,0.009606,0.003202,0.009606,0.003202
208,27466.7,0.61587,0.48282,1.01799,0.90224,0.85446,0.90004,0.75958,0.69438,0.56783,1.0949,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169
209,27598.1,0.6197,0.4871,1.01915,0.90453,0.85257,0.90004,0.76001,0.6936,0.56578,1.09456,0.009408,0.003136,0.009408,0.003136,0.009408,0.003136,0.009408,0.003136
210,27730.5,0.61164,0.47868,1.0139,0.90351,0.85447,0.90013,0.76052,0.69333,0.56776,1.09418,0.009309,0.003103,0.009309,0.003103,0.009309,0.003103,0.009309,0.003103
211,27862.2,0.60657,0.47061,1.01566,0.90343,0.85563,0.9003,0.76077,0.69298,0.56807,1.09402,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
212,27993.2,0.61794,0.47576,1.01545,0.90254,0.85625,0.90031,0.76054,0.69273,0.56724,1.09389,0.009111,0.003037,0.009111,0.003037,0.009111,0.003037,0.009111,0.003037
213,28123.6,0.61125,0.47591,1.01462,0.9009,0.85948,0.90039,0.76103,0.69132,0.56739,1.09257,0.009012,0.003004,0.009012,0.003004,0.009012,0.003004,0.009012,0.003004
214,28253.1,0.61413,0.48347,1.01946,0.9014,0.85813,0.90093,0.76084,0.69141,0.56692,1.09297,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971
215,28382.8,0.61447,0.47504,1.01954,0.90014,0.85834,0.90098,0.76069,0.69129,0.5672,1.09296,0.008814,0.002938,0.008814,0.002938,0.008814,0.002938,0.008814,0.002938
216,28513.2,0.60623,0.47353,1.01355,0.90019,0.85869,0.901,0.76036,0.69229,0.56684,1.09431,0.008715,0.002905,0.008715,0.002905,0.008715,0.002905,0.008715,0.002905
217,28642.8,0.6049,0.47361,1.01281,0.9018,0.85647,0.90059,0.76044,0.69241,0.56659,1.09444,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
218,28772.8,0.59947,0.46075,1.00918,0.90225,0.85646,0.90049,0.76079,0.69203,0.56655,1.09447,0.008517,0.002839,0.008517,0.002839,0.008517,0.002839,0.008517,0.002839
219,28901.9,0.6036,0.46656,1.01221,0.90291,0.8566,0.90057,0.76102,0.69105,0.5652,1.09417,0.008418,0.002806,0.008418,0.002806,0.008418,0.002806,0.008418,0.002806
220,29030.6,0.59931,0.4677,1.00991,0.90464,0.85603,0.90051,0.76115,0.69085,0.56605,1.09411,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773
221,29158.9,0.61262,0.47198,1.02106,0.90959,0.85329,0.90083,0.76177,0.6909,0.56682,1.09414,0.00822,0.00274,0.00822,0.00274,0.00822,0.00274,0.00822,0.00274
222,29288,0.60202,0.47065,1.01584,0.90936,0.85441,0.90082,0.76231,0.68981,0.56477,1.09289,0.008121,0.002707,0.008121,0.002707,0.008121,0.002707,0.008121,0.002707
223,29417.8,0.59913,0.46238,1.01036,0.90968,0.85515,0.90136,0.76249,0.69026,0.56533,1.09294,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
224,29547.6,0.60694,0.4704,1.01323,0.91055,0.85557,0.90125,0.7625,0.69039,0.56599,1.09333,0.007923,0.002641,0.007923,0.002641,0.007923,0.002641,0.007923,0.002641
225,29677.5,0.59934,0.46367,1.0094,0.91008,0.85658,0.90184,0.76286,0.69075,0.56621,1.09398,0.007824,0.002608,0.007824,0.002608,0.007824,0.002608,0.007824,0.002608
226,29807.2,0.5971,0.46373,1.00977,0.91034,0.85623,0.9014,0.76271,0.69085,0.56552,1.09415,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
227,29937.2,0.59336,0.45563,1.00814,0.90744,0.85719,0.90143,0.763,0.69141,0.56492,1.09471,0.007626,0.002542,0.007626,0.002542,0.007626,0.002542,0.007626,0.002542
228,30067.8,0.59232,0.4583,1.00716,0.9067,0.85799,0.90116,0.76252,0.69138,0.56531,1.09497,0.007527,0.002509,0.007527,0.002509,0.007527,0.002509,0.007527,0.002509
229,30198.4,0.59332,0.45232,1.00685,0.90627,0.85871,0.90097,0.76242,0.69102,0.56511,1.09451,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
230,30329.1,0.58305,0.45393,0.99914,0.90617,0.85839,0.90132,0.7631,0.69191,0.56427,1.09566,0.007329,0.002443,0.007329,0.002443,0.007329,0.002443,0.007329,0.002443
231,30459.3,0.59366,0.45753,1.01004,0.90704,0.85708,0.90116,0.7637,0.69172,0.56398,1.0958,0.00723,0.00241,0.00723,0.00241,0.00723,0.00241,0.00723,0.00241
232,30589.6,0.58765,0.45091,1.00379,0.90726,0.85689,0.90123,0.7629,0.69202,0.56416,1.09606,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377
233,30720.9,0.58956,0.45082,1.00284,0.9078,0.85665,0.9013,0.76272,0.6918,0.56414,1.09596,0.007032,0.002344,0.007032,0.002344,0.007032,0.002344,0.007032,0.002344
234,30851.3,0.58902,0.45873,1.0066,0.90845,0.85738,0.90153,0.76339,0.69167,0.56371,1.09584,0.006933,0.002311,0.006933,0.002311,0.006933,0.002311,0.006933,0.002311
235,30980.9,0.5795,0.44629,1.00024,0.90917,0.857,0.90146,0.7636,0.69188,0.56367,1.09624,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
236,31110.5,0.58529,0.44821,1.00381,0.90921,0.85716,0.90153,0.76389,0.69172,0.56424,1.09622,0.006735,0.002245,0.006735,0.002245,0.006735,0.002245,0.006735,0.002245
237,31240.3,0.58775,0.45087,1.00424,0.90808,0.85739,0.90157,0.76407,0.69186,0.56389,1.09634,0.006636,0.002212,0.006636,0.002212,0.006636,0.002212,0.006636,0.002212
238,31370,0.58764,0.45027,1.00606,0.90819,0.85744,0.90171,0.76446,0.69148,0.56429,1.09618,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179
239,31500.8,0.58571,0.45233,1.0036,0.90744,0.85799,0.90203,0.7642,0.69164,0.565,1.09634,0.006438,0.002146,0.006438,0.002146,0.006438,0.002146,0.006438,0.002146
240,31631,0.58692,0.45581,1.00095,0.90771,0.85822,0.90184,0.76346,0.69256,0.56578,1.09751,0.006339,0.002113,0.006339,0.002113,0.006339,0.002113,0.006339,0.002113
241,31760.4,0.58669,0.44525,1.00229,0.90812,0.85692,0.90143,0.76342,0.6925,0.56556,1.09773,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
242,31889.6,0.58101,0.44207,1.00217,0.90799,0.85678,0.90159,0.76334,0.6925,0.56551,1.09785,0.006141,0.002047,0.006141,0.002047,0.006141,0.002047,0.006141,0.002047
243,32019,0.57361,0.4444,0.99771,0.90749,0.85667,0.90109,0.76345,0.69228,0.56491,1.09764,0.006042,0.002014,0.006042,0.002014,0.006042,0.002014,0.006042,0.002014
244,32148.7,0.5771,0.44196,0.99893,0.90688,0.85825,0.90111,0.7641,0.69218,0.56477,1.098,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981
245,32279.6,0.57902,0.43999,0.99692,0.90648,0.85795,0.90124,0.76385,0.6916,0.56402,1.09768,0.005844,0.001948,0.005844,0.001948,0.005844,0.001948,0.005844,0.001948
246,32409.7,0.5853,0.4428,1.00283,0.90618,0.85858,0.90131,0.7633,0.69151,0.56449,1.09789,0.005745,0.001915,0.005745,0.001915,0.005745,0.001915,0.005745,0.001915
247,32538.9,0.57114,0.43665,0.99406,0.90412,0.85945,0.90138,0.76412,0.69164,0.56459,1.09833,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
248,32668.5,0.56729,0.43333,0.99399,0.90453,0.85981,0.9016,0.76404,0.69086,0.56456,1.09727,0.005547,0.001849,0.005547,0.001849,0.005547,0.001849,0.005547,0.001849
249,32798.9,0.57016,0.43528,0.99811,0.90374,0.86036,0.90162,0.7639,0.6912,0.56494,1.09762,0.005448,0.001816,0.005448,0.001816,0.005448,0.001816,0.005448,0.001816
250,32928.6,0.56922,0.4383,0.9938,0.90353,0.86074,0.90172,0.76479,0.69073,0.56424,1.09746,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783
251,33057.5,0.56436,0.43211,0.99701,0.90375,0.86088,0.90111,0.76435,0.69099,0.5642,1.09768,0.00525,0.00175,0.00525,0.00175,0.00525,0.00175,0.00525,0.00175
252,33186.8,0.57469,0.43722,0.99823,0.90434,0.86112,0.90127,0.76445,0.69108,0.56354,1.09794,0.005151,0.001717,0.005151,0.001717,0.005151,0.001717,0.005151,0.001717
253,33316.1,0.56817,0.43142,0.99719,0.90219,0.86163,0.90128,0.7648,0.69073,0.56356,1.09797,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
254,33444.7,0.5649,0.42678,0.99378,0.90221,0.86171,0.90121,0.76418,0.6905,0.56408,1.09788,0.004953,0.001651,0.004953,0.001651,0.004953,0.001651,0.004953,0.001651
255,33574,0.56576,0.432,0.99481,0.90224,0.86197,0.90128,0.76431,0.69014,0.56468,1.09781,0.004854,0.001618,0.004854,0.001618,0.004854,0.001618,0.004854,0.001618
256,33702.9,0.56729,0.43143,0.99218,0.90242,0.8609,0.90132,0.76432,0.68986,0.56452,1.09774,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585
257,33832.8,0.56247,0.43139,0.98915,0.90389,0.85942,0.90129,0.76435,0.68984,0.56393,1.09799,0.004656,0.001552,0.004656,0.001552,0.004656,0.001552,0.004656,0.001552
258,33962.8,0.56275,0.42362,0.98764,0.90364,0.85959,0.90137,0.76436,0.6903,0.5638,1.09821,0.004557,0.001519,0.004557,0.001519,0.004557,0.001519,0.004557,0.001519
259,34092.4,0.55469,0.41944,0.98555,0.90438,0.85891,0.90135,0.76458,0.68989,0.56354,1.09824,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
260,34221.6,0.55361,0.41675,0.98512,0.90383,0.85893,0.90146,0.7644,0.68987,0.56334,1.09818,0.004359,0.001453,0.004359,0.001453,0.004359,0.001453,0.004359,0.001453
261,34350.1,0.55817,0.42373,0.98782,0.90489,0.85867,0.90148,0.76439,0.68963,0.56334,1.09798,0.00426,0.00142,0.00426,0.00142,0.00426,0.00142,0.00426,0.00142
262,34479.5,0.5553,0.41987,0.98707,0.90518,0.85816,0.90155,0.76436,0.68956,0.56338,1.0982,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387
263,34609.8,0.56274,0.4279,0.98944,0.90605,0.8575,0.9016,0.76452,0.68957,0.56399,1.09844,0.004062,0.001354,0.004062,0.001354,0.004062,0.001354,0.004062,0.001354
264,34740.3,0.55449,0.4187,0.98836,0.90625,0.85756,0.9015,0.76448,0.68935,0.56366,1.09848,0.003963,0.001321,0.003963,0.001321,0.003963,0.001321,0.003963,0.001321
265,34871.5,0.55047,0.41817,0.98696,0.90736,0.85743,0.90163,0.76475,0.68911,0.56388,1.09836,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
266,35001.8,0.55356,0.42621,0.98874,0.90559,0.85847,0.90163,0.76448,0.68908,0.56401,1.09862,0.003765,0.001255,0.003765,0.001255,0.003765,0.001255,0.003765,0.001255
267,35132.2,0.55406,0.42333,0.98573,0.906,0.85819,0.90151,0.76434,0.68903,0.56399,1.09884,0.003666,0.001222,0.003666,0.001222,0.003666,0.001222,0.003666,0.001222
268,35263,0.54164,0.40702,0.97658,0.90626,0.85814,0.90149,0.76459,0.68895,0.56399,1.09887,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189
269,35394,0.54956,0.41556,0.98427,0.9064,0.85777,0.90158,0.76509,0.68868,0.56377,1.09892,0.003468,0.001156,0.003468,0.001156,0.003468,0.001156,0.003468,0.001156
270,35525.3,0.53892,0.40604,0.97795,0.90598,0.85745,0.90147,0.76469,0.68879,0.56416,1.09902,0.003369,0.001123,0.003369,0.001123,0.003369,0.001123,0.003369,0.001123
271,35657.1,0.5542,0.41894,0.98851,0.90545,0.8584,0.90153,0.7649,0.68862,0.56403,1.09918,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
272,35786.7,0.54687,0.41101,0.98372,0.9054,0.85814,0.90158,0.76483,0.68866,0.56418,1.09936,0.003171,0.001057,0.003171,0.001057,0.003171,0.001057,0.003171,0.001057
273,35917.2,0.55187,0.42139,0.98613,0.90595,0.8581,0.90154,0.76522,0.68839,0.56431,1.09925,0.003072,0.001024,0.003072,0.001024,0.003072,0.001024,0.003072,0.001024
274,36049.2,0.54193,0.4108,0.98107,0.90649,0.85799,0.90156,0.76522,0.68834,0.56455,1.09944,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991
275,36181.2,0.54763,0.4169,0.98544,0.90796,0.85743,0.90148,0.76508,0.68857,0.56502,1.09987,0.002874,0.000958,0.002874,0.000958,0.002874,0.000958,0.002874,0.000958
276,36312.2,0.54213,0.4122,0.98169,0.90796,0.85727,0.90144,0.76523,0.68855,0.56512,1.10013,0.002775,0.000925,0.002775,0.000925,0.002775,0.000925,0.002775,0.000925
